 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.973E-01                                       6.935E+03   1.508E+01 
    2   1.141E+01                                       3.256E+03   7.106E+00 
    3   6.939E+01   6.046E+00   1.751E+00               1.657E+02   1.790E-01 
    4   1.636E+02   1.814E+01   3.381E+00   1.789E-01   3.568E+00   2.704E-03 
    5   1.517E+02   1.766E+01   3.380E+00   1.781E-01   1.552E+01   1.173E-02 
    6   1.509E+02   1.776E+01   3.384E+00               2.853E+02   3.063E-01 
    7   1.538E+02   1.788E+01   3.382E+00   1.778E-01   2.985E+01   2.254E-02 
    8   1.444E+02   1.748E+01   3.380E+00   1.773E-01   2.978E+01   2.244E-02 
    9   1.453E+02   1.743E+01   3.380E+00   1.769E-01   2.969E+01   2.234E-02 
   10   1.403E+02   1.722E+01   3.379E+00   1.767E-01   2.941E+01   2.213E-02 
   11   1.303E+02   1.681E+01   3.379E+00   1.765E-01   2.207E+01   1.660E-02 
   12   1.324E+02   1.686E+01   3.378E+00   1.762E-01   1.751E+01   1.316E-02 
   13   1.168E+02   1.630E+01   3.378E+00   1.756E-01   2.590E+01   1.942E-02 
   14   1.465E+02   1.742E+01   3.383E+00               2.319E+02   2.488E-01 
   15   1.373E+02   1.715E+01   3.378E+00   1.753E-01   2.645E+01   1.982E-02 
   16   1.443E+02   1.762E+01   3.378E+00   1.751E-01   2.926E+01   2.191E-02 
   17   1.401E+02   1.740E+01   3.380E+00   1.753E-01   1.917E+01   1.436E-02 
   18   1.394E+02   1.754E+01   3.379E+00   1.751E-01   2.926E+01   2.191E-02 
   19   1.529E+02   1.805E+01   3.379E+00   1.752E-01   2.896E+01   2.170E-02 
   20   1.662E+02   1.845E+01   3.379E+00   1.755E-01   1.983E+01   1.487E-02 
   21   1.566E+02   1.818E+01   3.379E+00   1.760E-01   1.248E+01   9.379E-03 
   22   1.468E+02   1.786E+01   3.378E+00   1.754E-01   1.527E+01   1.144E-02 
   23   1.441E+02   1.775E+01   3.378E+00   1.751E-01   2.748E+01   2.058E-02 
   24   1.408E+02   1.755E+01   3.378E+00   1.752E-01   2.928E+01   2.192E-02 
   25   1.420E+02   1.742E+01   3.378E+00   1.754E-01   2.932E+01   2.197E-02 
   26   1.358E+02   1.705E+01   3.377E+00   1.757E-01   2.939E+01   2.204E-02 
   27   1.394E+02   1.705E+01   3.377E+00   1.760E-01   2.946E+01   2.211E-02 
   28   1.371E+02   1.699E+01   3.378E+00   1.761E-01   2.947E+01   2.213E-02 
   29   1.452E+02   1.737E+01   3.378E+00   1.763E-01   2.911E+01   2.188E-02 
   30   1.412E+02   1.732E+01   3.380E+00   1.765E-01   2.548E+01   1.916E-02 
   31   1.543E+02   1.805E+01   3.380E+00   1.774E-01   1.379E+01   1.040E-02 
   32   1.651E+02   1.850E+01   3.380E+00   1.793E-01   1.886E+00   1.431E-03 
   33   1.502E+02   1.783E+01                           3.464E+03   1.696E+01 
   34   1.565E+02                                       2.170E+03   1.054E+01 
   35   1.530E+02   2.146E+01                           1.086E+03   5.321E+00 
   36   1.505E+02   1.855E+01                           2.697E+03   1.321E+01 
   37   1.467E+02   1.821E+01   3.380E+00               3.297E+02   3.535E-01 
   38   1.435E+02   1.798E+01   3.379E+00   1.774E-01   8.944E+00   6.748E-03 
   39   1.363E+02   1.727E+01   3.378E+00               3.191E+02   3.421E-01 
   40   1.394E+02   1.713E+01   3.377E+00   1.761E-01   1.696E+01   1.274E-02 
   41   1.505E+02   1.761E+01   3.377E+00   1.761E-01   1.251E+01   9.397E-03 
   42   1.425E+02   1.746E+01   3.377E+00   1.760E-01   6.441E+00   4.836E-03 
   43   1.137E+02   1.652E+01   3.377E+00   1.755E-01   1.552E+01   1.163E-02 
   44   1.499E+02                                       7.228E+03   2.491E+02 
   45   1.340E+02                                       2.112E+03   1.062E+01 
   46   1.191E+02   2.640E+01                           9.590E+02   4.760E+00 
   47   1.234E+02   2.398E+01                           7.182E+02   3.544E+00 
   48   8.025E+01                                       1.641E+03   8.351E+00 
   49   6.715E+01                                       2.128E+03   1.802E+01 
   50   2.782E+02                                       3.610E+03   1.950E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1986.75000000000     
