 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.974E-01                                       6.935E+03   1.508E+01 
    2   1.148E+01                                       3.258E+03   7.106E+00 
    3   9.902E+01   6.834E+00   1.754E+00               1.657E+02   1.790E-01 
    4   2.028E+02   2.189E+01   3.394E+00   1.789E-01   3.568E+00   2.704E-03 
    5   2.080E+02   2.192E+01   3.392E+00   1.781E-01   1.552E+01   1.173E-02 
    6   1.831E+02   2.125E+01   3.398E+00               2.854E+02   3.063E-01 
    7   1.902E+02   2.154E+01   3.395E+00   1.778E-01   2.985E+01   2.254E-02 
    8   1.771E+02   2.081E+01   3.392E+00   1.773E-01   2.978E+01   2.244E-02 
    9   1.854E+02   2.095E+01   3.391E+00   1.769E-01   2.969E+01   2.234E-02 
   10   1.844E+02   2.079E+01   3.389E+00   1.767E-01   2.941E+01   2.213E-02 
   11   1.694E+02   2.001E+01   3.388E+00   1.765E-01   2.207E+01   1.660E-02 
   12   1.688E+02   1.964E+01   3.384E+00   1.762E-01   1.751E+01   1.316E-02 
   13   1.362E+02   1.761E+01   3.379E+00   1.756E-01   2.590E+01   1.942E-02 
   14   1.719E+02   1.850E+01   3.383E+00               2.319E+02   2.488E-01 
   15   1.555E+02   1.786E+01   3.378E+00   1.753E-01   2.645E+01   1.982E-02 
   16   1.520E+02   1.699E+01   3.374E+00   1.751E-01   2.926E+01   2.191E-02 
   17   1.666E+02   1.771E+01   3.376E+00   1.753E-01   1.917E+01   1.436E-02 
   18   1.377E+02   1.633E+01   3.373E+00   1.751E-01   2.926E+01   2.191E-02 
   19   1.589E+02   1.692E+01   3.372E+00   1.752E-01   2.896E+01   2.170E-02 
   20   1.977E+02   1.809E+01   3.374E+00   1.755E-01   1.983E+01   1.487E-02 
   21   1.834E+02   1.756E+01   3.373E+00   1.760E-01   1.248E+01   9.379E-03 
   22   1.508E+02   1.658E+01   3.372E+00   1.753E-01   1.527E+01   1.144E-02 
   23   1.394E+02   1.617E+01   3.372E+00   1.751E-01   2.748E+01   2.058E-02 
   24   1.321E+02   1.596E+01   3.373E+00   1.752E-01   2.928E+01   2.192E-02 
   25   1.318E+02   1.627E+01   3.375E+00   1.754E-01   2.932E+01   2.197E-02 
   26   1.276E+02   1.648E+01   3.377E+00   1.757E-01   2.939E+01   2.204E-02 
   27   1.493E+02   1.794E+01   3.380E+00   1.760E-01   2.946E+01   2.211E-02 
   28   1.551E+02   1.859E+01   3.383E+00   1.761E-01   2.947E+01   2.213E-02 
   29   1.638E+02   1.935E+01   3.385E+00   1.763E-01   2.911E+01   2.188E-02 
   30   1.596E+02   1.973E+01   3.388E+00   1.766E-01   2.548E+01   1.916E-02 
   31   1.804E+02   2.107E+01   3.391E+00   1.774E-01   1.379E+01   1.040E-02 
   32   2.042E+02   2.235E+01   3.393E+00   1.793E-01   1.886E+00   1.431E-03 
   33   2.009E+02   2.207E+01                           3.501E+03   1.696E+01 
   34   2.075E+02                                       2.606E+03   1.055E+01 
   35   2.028E+02   2.724E+01                           1.107E+03   5.321E+00 
   36   1.871E+02   2.199E+01                           2.727E+03   1.321E+01 
   37   1.736E+02   2.119E+01   3.389E+00               3.298E+02   3.535E-01 
   38   1.707E+02   2.049E+01   3.386E+00   1.774E-01   8.944E+00   6.748E-03 
   39   1.768E+02   1.916E+01   3.383E+00               3.191E+02   3.421E-01 
   40   1.525E+02   1.718E+01   3.377E+00   1.761E-01   1.696E+01   1.274E-02 
   41   1.366E+02   1.630E+01   3.374E+00   1.761E-01   1.251E+01   9.397E-03 
   42   1.145E+02   1.531E+01   3.371E+00   1.760E-01   6.441E+00   4.836E-03 
   43   1.106E+02   1.509E+01   3.371E+00   1.755E-01   1.552E+01   1.163E-02 
   44   1.783E+02                                       8.944E+03   2.495E+02 
   45   1.554E+02                                       2.579E+03   1.064E+01 
   46   1.577E+02   3.604E+01                           9.952E+02   4.761E+00 
   47   1.446E+02   2.851E+01                           7.396E+02   3.545E+00 
   48   1.156E+02                                       2.031E+03   8.365E+00 
   49   8.683E+01                                       2.216E+03   1.803E+01 
   50   7.309E+01                                       3.110E+03   1.949E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1986.75000000000     
